iter	RMSE
166	26.24804267
167	26.22177539
168	26.20167256
169	26.17732822
170	26.15531656
171	26.14344118
172	26.12044992
173	26.0990965
174	26.0875903
175	26.0614839
176	26.05010211
177	26.04027163
178	26.0205933
179	26.00966489
180	25.99807058
181	25.98613756
182	25.9672702
183	25.95363795
184	25.93344131
185	25.91883106
186	25.89189343
187	25.86575518
188	25.84995097
189	25.83516738
190	25.82794295
191	25.81781839
192	25.8070407
193	25.79197865
194	25.77391614
195	25.7604411
196	25.74096956
197	25.73311101
198	25.71741037
199	25.7078652
200	25.69900074
201	25.67122484
202	25.65984905
203	25.64842123
204	25.63891505
205	25.62867368
206	25.62138263
207	25.61149124
208	25.58682805
209	25.57834164
210	25.56794149
211	25.55953488
212	25.54859088
213	25.51940066
214	25.5010771
215	25.48296128
216	25.46754886
217	25.45450524
218	25.44309333
219	25.43476946
220	25.4239591
221	25.40266727
222	25.38146006
223	25.36277495
224	25.33826699
225	25.32657931
226	25.31448196
227	25.29509154
228	25.27737299
229	25.26368346
230	25.24378306
231	25.22717606
232	25.21058659
233	25.19656031
234	25.18010618
235	25.1691327
236	25.1609503
237	25.15357231
238	25.13978347
239	25.13353176
240	25.12287933
241	25.11203094
242	25.10219467
243	25.09375758
244	25.07527563
245	25.05033941
246	25.03777731
247	25.01983535
248	25.00585243
249	24.99931497
250	24.98006537
251	24.97482968
252	24.95548011
253	24.93804034
254	24.92541462
255	24.91961288
256	24.9012123
257	24.88582381
258	24.87605238
259	24.86611019
260	24.85742733
261	24.85055448
262	24.83733171
263	24.82323557
264	24.81538751
265	24.80647219
266	24.79863033
267	24.79227857
268	24.78063627
269	24.76506294
270	24.75869458
271	24.7342444
272	24.72357982
273	24.70614003
274	24.69448182
275	24.68133798
276	24.65874695
277	24.64902271
278	24.63302513
279	24.62050633
280	24.60829544
281	24.58490989
282	24.56773881
283	24.55530467
284	24.55088552
285	24.54285462
286	24.52837772
287	24.52040124
288	24.50852921
289	24.49517104
290	24.48592991
291	24.47929079
292	24.47321429
293	24.46074138
294	24.45463765
295	24.45081661
296	24.44532229
297	24.43198899
298	24.42120473
299	24.40616475
300	24.39351976
301	24.38276482
302	24.37335243
303	24.35886615
304	24.33889897
305	24.32187348
306	24.31525358
307	24.30489196
308	24.29608148
309	24.28835119
310	24.28150923
311	24.27345029
312	24.26516695
313	24.25911809
314	24.24650163
315	24.23698352
316	24.23093177
317	24.22298317
318	24.21623873
319	24.20052079
320	24.19252852
321	24.18651887
322	24.17982744
323	24.16722013
324	24.15551811
325	24.14520497
326	24.13231978
327	24.1266045
328	24.12070779
329	24.11411723
330	24.10641778
331	24.09661181
332	24.08843096
333	24.08360048
334	24.06796745
335	24.05921808
336	24.04986729
337	24.04133068
338	24.0347299
339	24.02130429
340	24.00913235
341	23.99519157
342	23.99066381
343	23.98399248
344	23.9771544
345	23.97117681
346	23.95776716
347	23.94019383
348	23.92449728
349	23.91976449
350	23.9145099
351	23.90386325
352	23.89584318
353	23.88354509
354	23.87529396
355	23.87113041
356	23.85232295
357	23.84183338
358	23.82824995
359	23.82251461
360	23.81131002
361	23.80611387
362	23.80048377
363	23.79226178
364	23.78733605
365	23.78128646
366	23.77576402
367	23.76489294
368	23.7568883
369	23.7486036
370	23.73784981
371	23.72835995
372	23.71960512
373	23.71233811
374	23.7073928
375	23.69808816
376	23.69471564
377	23.6897816
378	23.68730327
379	23.67773976
380	23.67171278
381	23.66588816
382	23.65002137
383	23.64442504
384	23.63712316
385	23.63138833
386	23.62529206
387	23.61873066
388	23.61392972
389	23.6097089
390	23.59980646
391	23.59155684
392	23.58179508
393	23.57797168
394	23.57139991
395	23.56573301
396	23.55957415
397	23.54411418
398	23.53980917
399	23.53537027
400	23.52830486
401	23.51599185
402	23.50493311
403	23.50136502
404	23.49095219
405	23.48098896
406	23.47249603
407	23.46772899
408	23.45535367
409	23.44678768
410	23.43372722
411	23.42726327
412	23.41703451
413	23.4056946
414	23.40202471
415	23.39754882
416	23.39143814
417	23.38182277
418	23.37329458
419	23.36594584
420	23.36028527
421	23.35536849
422	23.34802577
423	23.33587529
424	23.33191288
425	23.32058477
426	23.3103182
427	23.30403213
428	23.29629466
429	23.28935704
430	23.28384724
431	23.2774552
432	23.26613572
433	23.25555402
434	23.25044874
435	23.24260862
436	23.2392817
437	23.23259487
438	23.22615972
439	23.22086007
440	23.2182694
441	23.21462406
442	23.20139978
443	23.19614116
444	23.1918301
445	23.18613053
446	23.17752008
447	23.16874749
448	23.1618406
449	23.15405023
450	23.14860583
451	23.14128922
452	23.13564016
453	23.12741903
454	23.1229197
455	23.11374248
456	23.10876887
457	23.10449809
458	23.09569772
459	23.08937996
460	23.08138505
461	23.0774684
462	23.07459435
463	23.07126012
464	23.06275969
465	23.05697524
466	23.05107523
467	23.04820339
468	23.042071
469	23.03673468
470	23.03031977
471	23.02244104
472	23.01876879
473	23.00835088
474	23.00316809
475	23.00037089
476	22.99650922
477	22.99341619
478	22.989747
479	22.98444892
480	22.97808815
481	22.96754057
482	22.96343784
483	22.95938822
484	22.95592196
485	22.95118361
486	22.94796455
487	22.93861916
488	22.93393759
489	22.92281301
490	22.915673
491	22.90735036
492	22.90189915
493	22.89093422
494	22.88438087
495	22.88066101
496	22.8745378
497	22.86686568
498	22.86256773
499	22.85701188
500	22.85111137
501	22.84218536
502	22.83736406
503	22.82900109
504	22.82521839
505	22.81871289
506	22.8152873
507	22.80660809
508	22.80396342
509	22.79918113
510	22.79101279
511	22.78713128
512	22.77361708
513	22.76972774
514	22.76436373
515	22.75389332
516	22.74961908
517	22.74158125
518	22.7374471
519	22.7282051
520	22.72039156
521	22.7152128
522	22.70531734
523	22.69966893
524	22.69492682
525	22.68416343
526	22.67509559
527	22.6707662
528	22.66339443
529	22.6565253
530	22.64976926
531	22.64234073
532	22.63191581
533	22.6251325
534	22.61579895
535	22.60624672
536	22.59830486
537	22.58867031
538	22.58472951
539	22.5816461
540	22.57723741
541	22.57443192
542	22.57026729
543	22.56092313
544	22.55680299
545	22.55093472
546	22.54670734
547	22.54221857
548	22.53618713
549	22.52575597
550	22.51967915
551	22.5156668
552	22.51235039
553	22.51035048
554	22.50677076
555	22.50397154
556	22.50031466
557	22.49732218
558	22.48733297
559	22.48125716
560	22.47507126
561	22.47129259
562	22.46484837
563	22.46040514
564	22.45626349
565	22.45188477
566	22.44833057
567	22.4396254
568	22.43498661
569	22.43085751
570	22.42748243
571	22.42358985
572	22.41908218
573	22.41303027
574	22.40333062
575	22.39999049
576	22.39193718
577	22.38984369
578	22.38264701
579	22.37959598
580	22.37581123
581	22.37272028
582	22.36450675
583	22.35846629
584	22.35184016
585	22.34268235
586	22.33980075
587	22.33747939
588	22.32903382
589	22.32162465
590	22.31946853
591	22.31620247
592	22.31058382
593	22.30224143
594	22.29795157
595	22.29177385
596	22.28176389
597	22.27975696
598	22.27566884
599	22.26664505
600	22.25796796
601	22.25628676
602	22.24902239
603	22.24462688
604	22.23440512
605	22.22977413
606	22.22312619
607	22.21847117
608	22.21173019
609	22.20627733
610	22.20186534
611	22.19746948
612	22.19357151
613	22.19049841
614	22.18686565
615	22.18452653
616	22.17949327
617	22.17543751
618	22.16893834
619	22.16553848
620	22.16092681
621	22.15231092
622	22.14586181
623	22.13623326
624	22.13128641
625	22.12526576
626	22.11784525
627	22.10821842
628	22.10240135
629	22.09805353
630	22.08799235
631	22.07876266
632	22.07476663
633	22.07027784
634	22.0629402
635	22.06096988
636	22.05052837
637	22.04272117
638	22.03899668
639	22.03168541
640	22.02846259
641	22.02388627
642	22.02142116
643	22.0171828
644	22.01216365
645	22.00796901
646	22.00262168
647	21.99607372
648	21.99127752
649	21.98323115
650	21.97615139
651	21.97002566
652	21.9627333
653	21.9578342
654	21.95017258
655	21.94508638
656	21.9416474
657	21.93915414
658	21.93401413
659	21.92862891
660	21.92679898
661	21.92017015
662	21.91375446
663	21.9112391
664	21.90769145
665	21.90441707
666	21.90072803
667	21.89607566
668	21.89364758
669	21.8891371
670	21.88342206
671	21.8798658
672	21.8769425
673	21.87087672
674	21.86515053
675	21.86270112
676	21.85974293
677	21.8558472
678	21.8521342
679	21.84844116
680	21.84421632
681	21.84185168
682	21.83547173
683	21.82977822
684	21.82544386
685	21.82319097
686	21.82117576
687	21.81879634
688	21.81213322
689	21.80801096
690	21.80529241
691	21.79993536
692	21.79574546
693	21.79025664
694	21.78808779
695	21.78347164
696	21.77632322
697	21.77184338
698	21.76446983
699	21.76151582
700	21.75806699
701	21.75597114
702	21.75220661
703	21.7457013
704	21.73993825
705	21.73443481
706	21.72998645
707	21.72804067
708	21.72400575
709	21.71698712
710	21.70812643
711	21.70199354
712	21.69941841
713	21.69632012
714	21.6948578
715	21.6858096
716	21.68016734
717	21.67457554
718	21.66979833
719	21.66324061
720	21.65761326
721	21.65493408
722	21.64962343
723	21.64369805
724	21.64158227
725	21.63558138
726	21.63237933
727	21.62466475
728	21.62242281
729	21.61870122
730	21.61503035
731	21.60995656
732	21.60648731
733	21.59982417
734	21.59458824
735	21.59026654
736	21.58570187
737	21.58165037
738	21.57617076
739	21.57375553
740	21.56637845
741	21.56210333
742	21.5605427
743	21.55704079
744	21.55534412
745	21.55165998
746	21.54861843
747	21.54410754
748	21.54284421
749	21.53665015
750	21.53373643
751	21.53107449
752	21.52906518
753	21.52441954
754	21.52254817
755	21.51869752
756	21.51160531
757	21.50825066
758	21.5045153
759	21.50164796
760	21.49911532
761	21.49657143
762	21.48956911
763	21.48724833
764	21.48334735
765	21.47866873
766	21.47396001
767	21.4697917
768	21.46729198
769	21.46481284
770	21.4626538
771	21.46012893
772	21.45312674
773	21.4489477
774	21.44540335
775	21.44194844
776	21.43940931
777	21.4374527
778	21.43115232
779	21.42772544
780	21.42181372
781	21.41432279
782	21.41260676
783	21.41050616
784	21.40613052
785	21.40445532
786	21.40014238
787	21.39790855
788	21.39405734
789	21.38598375
790	21.38129114
791	21.37662151
792	21.37095632
793	21.36251975
794	21.35870822
795	21.35376866
796	21.34918419
797	21.3439198
798	21.33893418
799	21.33437256
800	21.33246037
801	21.32945107
802	21.32532313
803	21.32298671
804	21.32110722
805	21.31596348
806	21.30948988
807	21.30671377
808	21.29940356
809	21.29416651
810	21.28912809
811	21.2844407
812	21.27908275
813	21.27219431
814	21.26614905
815	21.26257943
816	21.25857422
817	21.25479014
818	21.25086557
819	21.2465898
820	21.24100724
821	21.23533575
822	21.22896694
823	21.22500428
824	21.21584697
825	21.21361264
826	21.21031945
827	21.20427646
828	21.2001557
829	21.19715793
830	21.19480086
831	21.18940126
832	21.1850119
833	21.18177056
834	21.17827944
835	21.17628078
836	21.17010368
837	21.16622891
838	21.16200922
839	21.15956015
840	21.1559993
841	21.15329861
842	21.14643601
843	21.141519
844	21.13671947
845	21.13333243
846	21.1311341
847	21.12839113
848	21.12310614
849	21.12227505
850	21.11950457
851	21.11628925
852	21.11233314
853	21.10881709
854	21.10590342
855	21.09890381
856	21.0968924
857	21.09106077
858	21.08351964
859	21.07901141
860	21.07668137
861	21.07213322
862	21.06896661
863	21.06631881
864	21.06425643
865	21.0601746
866	21.0564522
867	21.05365814
868	21.05230164
869	21.04561972
870	21.03903048
871	21.03552742
872	21.03211991
873	21.02589148
874	21.02351201
875	21.02065506
876	21.01868875
877	21.0149536
878	21.01037433
879	21.00555987
880	21.00229169
881	20.99739762
882	20.99295173
883	20.9888731
884	20.98355878
885	20.98097094
886	20.97561713
887	20.9704032
888	20.96816694
889	20.96587224
890	20.96310211
891	20.96102101
892	20.95803866
893	20.95492005
894	20.95090997
895	20.94746618
896	20.94543322
897	20.94211143
898	20.93925381
899	20.93797367
900	20.93526418
901	20.93388175
902	20.93202896
903	20.92818257
904	20.92573525
905	20.92239544
906	20.91959796
907	20.91660399
908	20.91157877
909	20.90546418
910	20.90321301
911	20.90111845
912	20.89657337
913	20.8939633
914	20.89096512
915	20.88865823
916	20.88570578
917	20.87900883
918	20.87650467
919	20.87431389
920	20.87140557
921	20.86781567
922	20.86491224
923	20.85977583
924	20.8546907
925	20.85121168
926	20.84680419
927	20.84537463
928	20.84191175
929	20.83916526
930	20.83495815
931	20.83228156
932	20.8290178
933	20.82685505
934	20.82437205
935	20.8195173
936	20.81740158
937	20.81221643
938	20.81061569
939	20.80737706
940	20.80385571
941	20.80059149
942	20.79821466
943	20.79456234
944	20.79080775
945	20.78606366
946	20.78354757
947	20.77890951
948	20.77460592
949	20.76955852
950	20.76747403
951	20.76472501
952	20.76084487
953	20.75856767
954	20.75402437
955	20.75295705
956	20.75072138
957	20.74523842
958	20.74021954
959	20.73552284
960	20.73080811
961	20.72849223
962	20.72448941
963	20.72295889
964	20.71829809
965	20.71257494
966	20.71162973
967	20.70816609
968	20.70611614
969	20.70329315
970	20.70136648
971	20.69851371
972	20.69426903
973	20.69058976
974	20.68810352
975	20.6865026
976	20.68446817
977	20.67916837
978	20.67620933
979	20.67172231
980	20.66867217
981	20.66554883
982	20.66205129
983	20.65810496
984	20.65368976
985	20.65127506
986	20.6457553
987	20.64348751
988	20.63964125
989	20.63543869
990	20.63039586
991	20.62737474
992	20.62220845
993	20.61913063
994	20.61463014
995	20.61258987
996	20.60982464
997	20.60731774
998	20.60517655
999	20.60377244
